"","sample.name","file","Sequencing_facility","Sample_type","LibraryKit","Sequencing_platform","Sequencing_lane","Origin","Technical_dup","Target_species","Init_read_count","Init_q30_perc","Quality_trimmed_read_count","MIN_NREADS_10M_filter","Duplicate_removed_reads_count","Mapped_reads_count","Mapping_Perc","MIN_MAPPERC_80_NMAP_10M_filter","Primary_Mapped_reads_count","Properly_Paired_reads_count"
"361","RRAP-ECT01-2022-Aspat-HICK-470","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-HICK-470_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",35948946,90.5,NA,"PASS",30133171,23560464,96.7222715722339,"PASS","27005926","23485602"
"362","RRAP-ECT01-2022-Aspat-HICK-471","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-HICK-471_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",35968706,89.58,NA,"PASS",29018450,26149239,96.1698002813242,"PASS","26979420","24288656"
"363","RRAP-ECT01-2022-Aspat-HICK-472","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-HICK-472_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",35174676,89.23,NA,"PASS",28527690,26243665,97.4522325160335,"PASS","25803536","23045874"
"364","RRAP-ECT01-2022-Aspat-HICK-473","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-HICK-473_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",34581900,89.77,NA,"PASS",28133452,27466746,97.6302019389586,"PASS","26132123","23564064"
"365","RRAP-ECT01-2022-Aspat-HICK-474","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-HICK-474_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",37545414,90.53,NA,"PASS",30256665,28336490,97.6499089372451,"PASS","28111581","25142044"
"366","RRAP-ECT01-2022-Aspat-HICK-475","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-HICK-475_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",33835888,89.12,NA,"PASS",27179799,27312608,95.7406926393269,"PASS","24798883","22469572"
"367","RRAP-ECT01-2022-Aspat-HICK-476","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-HICK-476_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",29726412,89.48,NA,"PASS",24358882,28901163,95.9114558504314,"PASS","22450427","20111764"
"368","RRAP-ECT01-2022-Aspat-HICK-477","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-HICK-477_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",33920544,90.44,NA,"PASS",27190697,29067087,96.0683770005716,"PASS","24828451","22368846"
"369","RRAP-ECT01-2022-Aspat-HICK-478","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-HICK-478_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",40478520,90.47,NA,"PASS",32629160,31707622,97.1757225745315,"PASS","30191615","27251756"
"370","RRAP-ECT01-2022-Aspat-HICK-479","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-HICK-479_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",33804090,88.41,NA,"PASS",26929773,25839809,95.0699046744238,"PASS","24473937","21987424"
"371","RRAP-ECT01-2022-Aspat-HICK-480","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-HICK-480_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",35666940,90.16,NA,"PASS",28667973,18628763,97.9037638271972,"PASS","26130665","23458364"
"372","RRAP-ECT01-2022-Aspat-HICK-481","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-HICK-481_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",32956396,89.62,NA,"PASS",27268733,22003445,96.3035553776261,"PASS","25166965","22279814"
"373","RRAP-ECT01-2022-Aspat-HICK-482","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-HICK-482_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",27544754,89.69,NA,"PASS",22848009,22736555,96.1101856767446,"PASS","20953122","18809674"
"374","RRAP-ECT01-2022-Aspat-HICK-483","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-HICK-483_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",33298806,90.36,NA,"PASS",28036482,22374270,94.1950228546684,"PASS","25441669","22647328"
"375","RRAP-ECT01-2022-Aspat-HICK-484","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-HICK-484_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",23016370,89.86,NA,"PASS",19027627,24872716,97.5806716112603,"PASS","17754940","15904482"
"376","RRAP-ECT01-2022-Aspat-HICK-486","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-HICK-486_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",31821212,89.51,NA,"PASS",26207842,25341288,96.6935316536173,"PASS","24347985","21781044"
"377","RRAP-ECT01-2022-Aspat-KELS-697","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-KELS-697_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",28201894,89.91,NA,"PASS",23656759,26654922,97.1476095458676,"PASS","21631656","19108334"
"378","RRAP-ECT01-2022-Aspat-KELS-942","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-KELS-942_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",30498494,89.88,NA,"PASS",25489388,25635405,94.0102534283496,"PASS","23411653","20475032"
"379","RRAP-ECT01-2022-Aspat-KELS-943","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-KELS-943_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",37440748,91.54,NA,"PASS",27437548,27500821,95.9287250619358,"PASS","24303141","21278114"
"380","RRAP-ECT01-2022-Aspat-KELS-944","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-KELS-944_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",32101706,90.87,NA,"PASS",23753134,26758286,95.4409543964895,"PASS","21087019","18406768"
"381","RRAP-ECT01-2022-Aspat-KELS-945","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-KELS-945_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",39005174,91.31,NA,"PASS",28424094,21673984,96.6456781504802,"PASS","25397033","21970972"
"382","RRAP-ECT01-2022-Aspat-KELS-946","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-KELS-946_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",31842930,89.79,NA,"PASS",26411577,22395746,97.0521568088736,"PASS","24128192","21254160"
"383","RRAP-ECT01-2022-Aspat-KELS-947","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-KELS-947_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",35457020,91.89,NA,"PASS",26465012,23711698,96.1451904937341,"PASS","23676884","20687548"
"384","RRAP-ECT01-2022-Aspat-KELS-948","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-KELS-948_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",32891910,90.92,NA,"PASS",24662386,24054891,95.6228658423995,"PASS","22410565","19640412"
"385","RRAP-ECT01-2022-Aspat-KELS-949","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-KELS-949_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",36094080,90.77,NA,"PASS",26332875,25606214,96.7549684088562,"PASS","23805946","21074080"
"386","RRAP-ECT01-2022-Aspat-KELS-950","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-KELS-950_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",32128188,90.63,NA,"PASS",26859678,25371167,96.0607804675957,"PASS","24727466","21904554"
"387","RRAP-ECT01-2022-Aspat-KELS-951","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-KELS-951_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",26755244,90.7,NA,"PASS",22426232,25504374,94.9541316169166,"PASS","20734339","18981868"
"388","RRAP-ECT01-2022-Aspat-KELS-952","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-KELS-952_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",35725878,89.58,NA,"PASS",29487965,27628528,97.2010858112135,"PASS","27265664","23866798"
"389","RRAP-ECT01-2022-Aspat-KELS-953","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-KELS-953_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",31139976,90.62,NA,"PASS",23075990,28122991,95.3710810495061,"PASS","21195135","18680034"
"390","RRAP-ECT01-2022-Aspat-KELS-954","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-KELS-954_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",35162062,91.04,NA,"PASS",25156003,25253981,95.9028628662841,"PASS","22725890","20150016"
"391","RRAP-ECT01-2022-Aspat-KELS-955","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-KELS-955_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",35677118,90.81,NA,"PASS",25273605,16770316,97.1697539258564,"PASS","22971826","20145918"
"392","RRAP-ECT01-2022-Aspat-KELS-957","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-KELS-957_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",32016494,89.78,NA,"PASS",25781066,22566743,97.045728724448,"PASS","23695799","20653848"
"393","RRAP-ECT01-2022-Aspat-KELS-958","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-KELS-958_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",33940800,90.51,NA,"PASS",24452817,23618997,96.5900861238196,"PASS","22217522","18913254"
"394","RRAP-ECT01-2022-Aspat-KELS-959","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-KELS-959_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",37736092,91.18,NA,"PASS",27651189,24209943,95.7914116328082,"PASS","24975078","21854474"
"395","RRAP-ECT01-2022-Aspat-KELS-960","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-KELS-960_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",30970638,91.22,NA,"PASS",23253721,24127859,96.3499881059302,"PASS","21314570","18735898"
"396","RRAP-ECT01-2022-Aspat-KELS-961","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-KELS-961_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",31413252,89.79,NA,"PASS",26001083,22329241,96.467985257048,"PASS","24048768","21038596"
"397","RRAP-ECT01-2022-Aspat-KELS-962","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-KELS-962_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",42981040,91.35,NA,"PASS",30649577,25083276,97.2934012891476,"PASS","27784179","24513638"
"398","RRAP-ECT01-2022-Aspat-KELS-963","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-KELS-963_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",33990452,90.36,NA,"PASS",25041891,24717967,95.0651440172704,"PASS","22429148","19685902"
"399","RRAP-ECT01-2022-Aspat-KELS-964","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-KELS-964_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",23577468,90.8,NA,"PASS",17258782,29494687,96.2319545225698,"PASS","15826109","13905976"
"400","RRAP-ECT01-2022-Aspat-KELS-965","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-KELS-965_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",27620036,89.86,NA,"PASS",23146789,26488161,95.7939313206387,"PASS","21005250","18365826"
"401","RRAP-ECT01-2022-Aspat-KELS-966","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-KELS-966_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",35950868,91.52,NA,"PASS",26585117,22313746,96.7372211034689,"PASS","24367126","21413044"
"402","RRAP-ECT01-2022-Aspat-KELS-967","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-KELS-967_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",37779236,90.4,NA,"PASS",27672983,22106184,95.7951206169525,"PASS","25217557","21979266"
"403","RRAP-ECT01-2022-Aspat-KELS-968","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-KELS-968_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",36594770,90.6,NA,"PASS",26280349,24526934,97.1853690989556,"PASS","24057490","21026328"
"404","RRAP-ECT01-2022-Aspat-KELS-969","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-KELS-969_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",34914460,90.6,NA,"PASS",26264093,25515339,97.1491343714021,"PASS","23791467","20870400"
"405","RRAP-ECT01-2022-Aspat-KELS-970","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-KELS-970_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",38893598,87.51,NA,"PASS",27002280,25185943,95.8356489101419,"PASS","24663057","21612066"
"406","RRAP-ECT01-2022-Aspat-KELS-971","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-KELS-971_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",32765842,89.33,NA,"PASS",27294439,25538769,96.0641587546897,"PASS","25354630","22339512"
"407","RRAP-ECT01-2022-Aspat-KELS-972","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-KELS-972_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",30647434,91.26,NA,"PASS",23076524,27017503,97.6313359495794,"PASS","20908442","18394846"
"408","RRAP-ECT01-2022-Aspat-KELS-973","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-KELS-973_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",31421542,90.07,NA,"PASS",26403581,26373753,96.6268366973947,"PASS","24153178","21121122"
"409","RRAP-ECT01-2022-Aspat-KELS-974","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-KELS-974_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",34157806,91.48,NA,"PASS",25237270,25409831,96.2363059768294,"PASS","22746921","20138702"
"410","RRAP-ECT01-2022-Aspat-KELS-975","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-KELS-975_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",31844764,91.04,NA,"PASS",23066350,26162566,96.8902107525735,"PASS","21034968","18399848"
"411","RRAP-ECT01-2022-Aspat-KELS-976","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-KELS-976_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",38343256,90.94,NA,"PASS",27064008,21722594,96.9472493208701,"PASS","24293040","21283694"
"412","RRAP-ECT01-2022-Aspat-KELS-977","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-KELS-977_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",32082210,90.55,NA,"PASS",23339052,22730478,97.3924647839167,"PASS","21427397","18539578"
"413","RRAP-ECT01-2022-Aspat-KELS-978","/tgt_bck2/data_lecellier/230404-A00199A_L001/RRAP-ECT01-2022-Aspat-KELS-978_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",47772876,91.19,NA,"PASS",37268341,23603043,97.7520506750876,"PASS","34470551","30569854"
"414","RRAP-ECT01-2022-Aspat-KELS-979","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-KELS-979_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",27353652,89.41,NA,"PASS",22406612,24251358,98.367722656359,"PASS","20691008","18341974"
"415","RRAP-ECT01-2022-Aspat-KELS-980","/tgt_bck2/data_lecellier/230404-A00199A_L001/RRAP-ECT01-2022-Aspat-KELS-980_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",47481112,91.45,NA,"PASS",37341422,25226126,97.3665464328728,"PASS","33978686","30076286"
"416","RRAP-ECT01-2022-Aspat-KELS-981","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-KELS-981_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",33687636,89.77,NA,"PASS",28315945,26442880,97.7049666849049,"PASS","25925858","22904008"
"417","RRAP-ECT01-2022-Aspat-KELS-982","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-KELS-982_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",28452418,90.05,NA,"PASS",24145829,25990985,95.5072294468901,"PASS","22256517","18844012"
"418","RRAP-ECT01-2022-Aspat-KELS-983","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-KELS-983_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",30347712,89.23,NA,"PASS",24653776,27240177,96.2008401979874,"PASS","23042387","20046164"
"419","RRAP-ECT01-2022-Aspat-KELS-984","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-KELS-984_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",33226386,90.02,NA,"PASS",27213631,36380089,97.6166043988918,"PASS","25292728","22126114"
"420","RRAP-ECT01-2022-Aspat-KELS-985","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-KELS-985_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",36111968,90.86,NA,"PASS",25908412,35879600,96.0852535289095,"PASS","23747515","20721020"
"421","RRAP-ECT01-2022-Aspat-KELS-986","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-KELS-986_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",36303890,89.65,NA,"PASS",30076723,23607591,98.2882116926945,"PASS","27428737","24295004"
"422","RRAP-ECT01-2022-Aspat-KELS-992","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-KELS-992_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",31452936,90.18,NA,"PASS",26187302,24510309,97.8269128861725,"PASS","24245963","21288930"
"423","RRAP-ECT01-2022-Aspat-MACK-652","/tgt_bck2/data_lecellier/230404-A00199A_L001/RRAP-ECT01-2022-Aspat-MACK-652_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",42292676,91.57,NA,"PASS",33676004,25568272,97.6361444183903,"PASS","30974982","27685218"
"424","RRAP-ECT01-2022-Aspat-MACK-653","/tgt_bck2/data_lecellier/230404-A00199A_L001/RRAP-ECT01-2022-Aspat-MACK-653_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",40917566,90.92,NA,"PASS",32237030,26098098,96.1106878086308,"PASS","29582113","25663942"
"425","RRAP-ECT01-2022-Aspat-MACK-654","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-MACK-654_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",34706906,89.32,NA,"PASS",28896815,27725981,95.9482247437996,"PASS","26446442","23766098"
"426","RRAP-ECT01-2022-Aspat-MACK-655","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-MACK-655_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",30221696,90.05,NA,"PASS",25054771,28862971,95.9644805719027,"PASS","23324662","20911846"
"427","RRAP-ECT01-2022-Aspat-MACK-656","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-MACK-656_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",32646842,90.47,NA,"PASS",27154210,31297796,97.0864747776082,"PASS","24723303","21945734"
"428","RRAP-ECT01-2022-Aspat-MACK-657","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-MACK-657_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",29487892,88.1,NA,"PASS",24018741,32644396,96.9366674264559,"PASS","22514303","20060684"
"429","RRAP-ECT01-2022-Aspat-MACK-658","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-MACK-658_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",24401588,90.08,NA,"PASS",20523773,19962603,97.2657561550695,"PASS","18985071","16811914"
"430","RRAP-ECT01-2022-Aspat-MACK-659","/tgt_bck2/data_lecellier/230404-A00151A_L004/RRAP-ECT01-2022-Aspat-MACK-659_L4_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L4","ECT01_ASpath_GBR",FALSE,"Aspat",33615522,90.84,NA,"PASS",24192828,21821568,97.7952388344864,"PASS","21988822","19156480"
"431","RRAP-ECT01-2022-Aspat-MACK-660","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-MACK-660_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",36146898,90.01,NA,"PASS",30206951,23643990,97.7314020502274,"PASS","27947754","25064212"
"432","RRAP-ECT01-2022-Aspat-MACK-661","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-MACK-661_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",39741640,90.23,NA,"PASS",32358886,22983298,96.3702801482061,"PASS","29631382","26333872"
